id;sample;title;author;year;coef;significance;coded;tot_attributes;tasks;n_levels_biggests_attribute;n_sample
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.115;1;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.08;1;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.195;1;FIGURE 1;5;2;5;1508
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.05;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.015;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.005;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.01;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.015;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.005;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.005;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.015;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.005;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.06;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.11;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.0115;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.03;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.06;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.06;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.025;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.025;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.04;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.025;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.045;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.05;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.01;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.005;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.15000000000000002;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.06;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.13;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.04;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.02;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.025;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.005;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.005;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;0.05;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.01;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.025;0;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.07500000000000001;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.13;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.10500000000000001;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.185;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.12000000000000001;1;FIGURE 2;6;4;18;2000
21;1;What Goes with Red and Blue? Mapping Partisan and Ideological Associations in the Minds of Voters;Goggin, Henderson, & Theodoridis;2019;-0.23;1;FIGURE 2;6;4;18;2000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;0.11;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;0.10500000000000001;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;0.045;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;-0.034999999999999996;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;-0.13;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;-0.07500000000000001;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;-0.065;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;-0.02;1;FIGURE 2;4;4;4;13000
22;1;Institutional reform and public attitudes toward EU decision making;Hahm, Hilpert, & König;2020;-0.034999999999999996;1;FIGURE 2;4;4;4;13000
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.025;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.05;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.055;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.115;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.14500000000000002;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.195;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.17;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.065;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.13;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.16;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.04;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.03;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.02;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.03;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.02;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.01;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.025;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.034999999999999996;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.10500000000000001;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.01;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.025;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.025;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.08;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.05;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.07500000000000001;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.1;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.09;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.14500000000000002;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.185;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.065;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.1;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.125;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.12000000000000001;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.02;0;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.1;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.025;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.06;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.07500000000000001;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.065;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;0.085;1;FIGURE 2;9;5;11;1714
23;1;The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants;Hainmueller & Hopkins;2015;-0.11;1;FIGURE 2;9;5;11;1714
24;1;Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices;Hemker & Rink;2017;0;0;TABLE 2, any response;5;1;3;408
24;1;Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices;Hemker & Rink;2017;-0.021;0;TABLE 2, any response;5;1;3;408
24;1;Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices;Hemker & Rink;2017;0.028;0;TABLE 2, any response;5;1;3;408
24;1;Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices;Hemker & Rink;2017;-0.026000000000000002;0;TABLE 2, any response;5;1;3;408
24;1;Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices;Hemker & Rink;2017;-0.049;0;TABLE 2, any response;5;1;3;408
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.465;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.58;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.515;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.5750000000000001;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.525;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.555;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.5;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.53;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.45;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.47000000000000003;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.33999999999999997;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.49;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.585;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.52;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.5650000000000001;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.515;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.48000000000000004;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.47000000000000003;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.365;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.29000000000000004;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.42000000000000004;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.505;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.55;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.55;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.525;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.55;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.5700000000000001;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.6;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.43500000000000005;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.465;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.535;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.535;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.53;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.515;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.48500000000000004;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.44;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.55;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.5700000000000001;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.54;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.545;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.525;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.48500000000000004;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.45;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.43000000000000005;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.41500000000000004;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.445;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.47000000000000003;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.46;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.465;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.465;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.47500000000000003;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.505;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.505;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.51;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.55;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.545;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.52;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.52;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.555;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.52;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.47500000000000003;1;FIGURE 2;8;5;9;3293
